Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
23102004;01;11;993;-200;60;813;132;792;57;1413;946;199;675;15544
23102004;02;1;989;-200;60;814;146;800;51;1418;915;191;700;15331
23102004;03;08;943;-200;46;746;-200;852;-200;1374;864;193;681;15139
23102004;04;-200;910;-200;40;712;94;872;42;1341;836;196;669;15125
23102004;05;07;925;-200;46;742;127;876;43;1381;842;181;721;14834
23102004;06;12;1039;-200;76;882;217;724;52;1473;1002;181;723;14927
23102004;07;23;1208;-200;136;1104;394;598;65;1699;1165;176;748;14910
23102004;08;3;1268;-200;160;1179;511;545;69;1753;1294;182;728;15048
23102004;09;33;1353;-200;189;1265;523;507;91;1833;1475;202;658;15374
23102004;10;28;1317;-200;157;1171;471;542;92;1727;1436;216;614;15696
23102004;11;3;1356;-200;162;1187;441;534;102;1738;1465;233;575;16169
23102004;12;34;1414;-200;194;1279;414;504;118;1854;1583;250;524;16356
23102004;13;3;1326;-200;169;1206;317;533;111;1785;1432;254;508;16275
23102004;14;23;1211;-200;125;1067;230;609;101;1608;1270;261;471;15724
23102004;15;31;1324;-200;158;1173;365;564;119;1749;1354;270;442;15490
23102004;16;3;1324;-200;160;1181;360;565;115;1747;1318;272;430;15246
23102004;17;33;1361;-200;163;1189;420;549;120;1776;1351;256;483;15641
23102004;18;4;1475;-200;210;1324;475;490;115;1925;1530;233;579;16376
23102004;19;46;1537;-200;231;1381;526;469;118;2016;1615;222;636;16763
23102004;20;41;1413;-200;177;1231;460;520;117;1853;1415;216;677;17228
23102004;21;23;1229;-200;122;1055;255;607;96;1668;1219;210;693;17058
23102004;22;26;1297;-200;146;1136;283;567;89;1725;1307;203;705;16599
23102004;23;26;1302;-200;131;1088;271;594;84;1639;1297;200;695;16109
24102004;00;29;1347;-200;155;1165;315;573;97;1741;1321;197;701;15891
24102004;01;21;1165;-200;118;1042;227;631;68;1621;1133;195;707;15851
24102004;02;21;1155;-200;109;1012;243;633;66;1577;1124;194;714;15959
24102004;03;15;1050;-200;84;916;-200;696;-200;1512;997;193;711;15746
24102004;04;-200;1035;-200;70;855;142;731;51;1467;952;187;738;15704
24102004;05;14;1057;-200;86;925;139;684;48;1503;972;180;754;15441
24102004;06;12;1029;-200;75;880;182;709;47;1451;965;173;784;15320
24102004;07;15;1037;-200;81;902;196;704;48;1481;984;175;766;15174
24102004;08;09;920;-200;48;755;108;853;45;1359;880;200;667;15401
24102004;09;14;1080;-200;78;891;175;732;59;1477;1001;191;700;15366
24102004;10;21;1152;-200;97;966;266;661;84;1542;1137;214;617;15547
24102004;11;16;1085;-200;84;918;179;721;72;1467;1023;246;504;15363
24102004;12;15;1071;-200;76;882;154;745;68;1431;962;250;491;15295
24102004;13;11;1000;-200;59;807;95;811;52;1376;825;253;467;14874
24102004;14;14;1058;-200;74;875;151;756;70;1421;877;248;479;14819
24102004;15;2;1184;-200;101;983;230;667;90;1537;1046;253;480;15249
24102004;16;2;1189;-200;97;965;239;670;87;1533;1060;265;449;15278
24102004;17;25;1277;-200;118;1043;306;614;99;1631;1155;250;501;15630
24102004;18;43;1482;-200;203;1305;472;503;128;1874;1464;229;576;15885
24102004;19;52;1555;-200;243;1410;532;464;127;1971;2185;217;629;16117
24102004;20;34;1324;-200;156;1168;375;568;99;1716;1959;218;630;16190
24102004;21;13;1015;-200;73;869;147;747;72;1439;1375;212;634;15748
24102004;22;12;1010;-200;71;860;118;768;62;1450;1212;202;658;15350
24102004;23;17;1081;-200;90;938;181;697;62;1517;1273;184;715;15038
25102004;00;17;1071;-200;89;936;209;695;63;1516;1249;179;724;14758
25102004;01;14;1014;-200;72;864;167;745;56;1474;1097;169;754;14393
25102004;02;09;891;-200;44;735;112;878;44;1353;933;165;755;14056
25102004;03;07;874;-200;41;715;-200;889;-200;1315;858;154;790;13735
25102004;04;-200;882;-200;43;729;108;875;37;1319;870;155;786;13700
25102004;05;09;940;-200;59;806;181;800;48;1392;1013;162;769;14029
25102004;06;12;1020;-200;72;866;253;749;59;1440;1087;158;796;14170
25102004;07;32;1316;-200;185;1253;521;527;77;1780;1566;160;763;13772
25102004;08;44;1423;-200;250;1429;649;467;88;1998;1631;163;743;13644
25102004;09;35;1314;-200;188;1262;516;531;111;1754;1564;187;663;14140
25102004;10;32;1317;-200;195;1283;487;518;114;1812;1601;205;602;14346
25102004;11;3;1305;-200;182;1245;529;524;108;1742;1539;193;662;14706
25102004;12;35;1351;-200;200;1298;565;498;111;1821;1577;200;639;14805
25102004;13;4;1438;-200;248;1425;558;451;126;1971;1732;214;594;14928
25102004;14;38;1454;-200;231;1380;568;457;117;1947;1672;215;609;15398
25102004;15;42;1512;-200;255;1441;605;432;119;2034;1744;216;609;15551
25102004;16;5;1584;-200;320;1597;666;392;125;2176;1845;216;620;15784
25102004;17;79;1816;-200;463;1897;814;330;158;2641;2164;217;619;15920
25102004;18;84;1824;-200;445;1862;860;340;149;2567;2106;210;649;15987
25102004;19;8;1744;-200;410;1793;820;352;136;2469;2007;200;686;15882
25102004;20;64;1588;-200;325;1610;742;400;112;2230;1791;193;714;15805
25102004;21;35;1319;-200;191;1273;492;511;87;1806;1444;185;734;15461
25102004;22;35;1313;-200;196;1285;464;505;82;1803;1373;177;756;15226
25102004;23;19;1073;-200;107;1005;258;661;67;1488;1110;185;704;14870
26102004;00;22;1119;-200;122;1056;311;624;68;1562;1099;170;761;14582
26102004;01;16;989;-200;80;900;231;737;60;1401;968;168;749;14258
26102004;02;1;912;-200;55;788;127;822;48;1331;847;155;785;13782
26102004;03;1;904;-200;55;787;-200;820;-200;1319;852;153;790;13605
26102004;04;-200;851;-200;43;726;124;897;42;1277;799;150;779;13197
26102004;05;09;902;-200;59;809;138;835;46;1355;834;148;794;13312
26102004;06;14;981;-200;86;923;228;730;54;1425;956;157;770;13591
26102004;07;3;1267;-200;187;1260;383;572;82;1776;1259;162;759;13872
26102004;08;45;1392;-200;250;1429;581;469;93;1990;1494;163;759;13991
26102004;09;38;1308;-200;196;1285;545;522;95;1781;1458;177;706;14202
26102004;10;34;1313;-200;208;1318;593;511;120;1820;1491;183;676;14103
26102004;11;35;1350;-200;201;1299;602;518;132;1784;1560;201;620;14409
26102004;12;44;1477;-200;267;1471;624;455;146;2031;1750;226;545;14737
26102004;13;4;1409;-200;236;1393;546;484;157;1874;1709;246;471;14378
26102004;14;45;1495;-200;264;1465;597;451;158;2043;1786;249;483;14942
26102004;15;53;1606;-200;309;1573;688;419;175;2165;1900;249;500;15522
26102004;16;58;1669;-200;328;1615;760;404;166;2232;1963;240;550;16211
26102004;17;84;1822;-200;459;1890;918;347;187;2641;2161;232;587;16510
26102004;18;95;1908;-200;521;2007;952;325;180;2775;2372;225;615;16579
26102004;19;62;1664;-200;366;1699;685;385;134;2305;2062;222;610;16071
26102004;20;5;1465;-200;240;1404;561;468;127;1962;1736;226;583;15829
26102004;21;21;1076;-200;98;972;239;691;95;1506;1192;210;574;14098
26102004;22;14;1055;-200;79;895;175;758;79;1468;1043;198;637;14524
26102004;23;16;1075;-200;75;878;169;734;78;1495;948;177;788;15855
27102004;00;2;1135;-200;92;948;215;685;80;1569;992;176;805;16062
27102004;01;12;998;-200;57;799;115;786;67;1435;867;174;813;16066
27102004;02;08;953;-200;44;734;94;861;61;1401;825;174;810;16012
27102004;03;06;926;-200;39;708;-200;874;-200;1381;803;172;818;15856
27102004;04;-200;895;-200;31;656;80;946;51;1343;786;170;810;15521
27102004;05;07;967;-200;51;767;132;833;56;1416;866;168;813;15447
27102004;06;17;1164;-200;105;997;295;641;68;1606;1113;176;788;15723
27102004;07;34;1421;-200;206;1313;517;502;101;1983;1384;180;757;15527
27102004;08;49;1465;-200;285;1515;555;454;119;2119;1516;180;748;15281
27102004;09;27;1189;-200;127;1075;429;614;108;1652;1222;182;740;15343
27102004;10;32;1278;-200;161;1182;561;585;132;1734;1354;197;654;14854
27102004;11;27;1169;-200;149;1144;427;611;130;1666;1291;210;579;14267
27102004;12;32;1214;-200;168;1203;445;580;129;1739;1308;207;586;14142
27102004;13;41;1351;-200;218;1345;538;502;117;1923;1420;195;671;15060
27102004;14;36;1340;-200;186;1256;556;537;119;1842;1297;185;762;16045
27102004;15;28;1157;-200;145;1131;370;623;113;1675;1157;196;697;15675
27102004;16;21;1118;-200;134;1096;257;647;102;1649;1130;199;653;15066
27102004;17;24;1150;-200;158;1173;266;608;101;1711;1195;200;633;14622
27102004;18;36;1247;-200;207;1315;403;544;116;1874;1341;192;664;14592
27102004;19;26;1194;-200;166;1198;275;587;101;1732;1228;193;675;14977
27102004;20;28;1184;-200;153;1157;338;586;94;1685;1273;182;714;14776
27102004;21;14;990;-200;80;898;176;748;75;1442;1006;178;712;14396
27102004;22;11;933;-200;58;803;159;842;69;1369;898;176;699;13969
27102004;23;13;968;-200;70;858;147;796;60;1388;894;160;759;13721
28102004;00;09;861;-200;45;735;99;925;58;1287;789;169;720;13749
28102004;01;1;904;-200;52;774;98;878;51;1329;805;157;763;13519
28102004;02;09;866;-200;44;734;109;899;45;1299;770;148;787;13169
28102004;03;07;881;-200;42;724;-200;913;-200;1277;776;148;797;13286
28102004;04;-200;838;-200;38;700;112;936;41;1268;744;146;799;13156
28102004;05;08;905;-200;52;776;163;851;48;1327;825;152;780;13382
28102004;06;16;1055;-200;100;977;326;703;61;1506;1013;155;772;13502
28102004;07;34;1328;-200;200;1296;640;527;88;1829;1341;157;764;13558
28102004;08;44;1401;-200;258;1449;736;477;102;1969;1528;160;764;13751
28102004;09;35;1291;-200;200;1296;667;529;97;1752;1432;167;738;13886
28102004;10;34;1316;-200;206;1314;677;526;116;1780;1499;186;663;14047
28102004;11;24;1116;-200;122;1057;425;639;112;1532;1236;204;581;13762
28102004;12;23;1139;-200;131;1088;349;625;101;1580;1180;206;573;13792
28102004;13;26;1165;-200;145;1131;332;609;99;1640;1196;216;536;13669
28102004;14;29;1260;-200;175;1224;412;571;113;1731;1301;214;556;14015
28102004;15;44;1475;-200;259;1451;631;455;122;1991;1646;207;630;15204
28102004;16;5;1521;-200;266;1470;677;446;139;1977;1720;213;619;15463
28102004;17;65;1633;-200;353;1671;761;398;149;2271;1852;208;640;15522
28102004;18;59;1463;-200;282;1508;650;468;136;2092;1670;203;667;15656
28102004;19;27;1140;-200;142;1122;262;619;103;1602;1208;197;645;14594
28102004;20;25;1147;-200;124;1065;292;651;112;1562;1160;194;640;14282
28102004;21;15;988;-200;66;839;177;805;88;1382;937;201;608;14152
28102004;22;1;924;-200;48;754;103;890;63;1327;783;204;604;14263
28102004;23;12;950;-200;54;782;127;862;69;1331;807;201;626;14543
29102004;00;1;926;-200;43;727;119;925;65;1326;729;199;649;14905
29102004;01;08;879;-200;29;645;83;1023;50;1288;612;182;747;15441
29102004;02;06;864;-200;25;621;65;1073;43;1286;574;184;738;15463
29102004;03;06;868;-200;22;596;-200;1092;-200;1276;579;187;735;15664
29102004;04;-200;894;-200;27;636;84;1010;56;1308;687;182;766;15907
29102004;05;11;1009;-200;61;816;200;799;69;1430;856;185;764;16112
29102004;06;13;1069;-200;77;889;242;738;91;1469;976;193;716;15844
29102004;07;29;1311;-200;159;1178;366;574;111;1769;1208;202;669;15643
29102004;08;37;1370;-200;228;1372;404;485;124;1945;1400;208;647;15692
29102004;09;3;1246;-200;166;1197;429;566;119;1746;1278;219;618;16021
29102004;10;14;1039;-200;84;917;169;735;77;1467;934;235;577;16515
29102004;11;26;1296;-200;139;1113;419;604;101;1736;1073;198;810;18538
29102004;12;42;1523;-200;249;1428;603;458;116;2114;1363;202;865;20224
29102004;13;51;1424;-200;224;1361;589;484;137;1983;1346;202;822;19184
29102004;14;55;1513;-200;261;1457;706;463;163;2125;1393;197;822;18669
29102004;15;45;1338;-200;181;1244;592;558;144;1847;1255;202;791;18500
29102004;16;27;1214;-200;139;1113;305;616;118;1664;1213;201;754;17510
29102004;17;31;1290;-200;185;1253;371;550;135;1807;1332;202;723;16893
29102004;18;42;1353;-200;209;1323;465;519;129;1860;1430;200;733;16930
29102004;19;31;1130;-200;129;1082;390;647;128;1591;1102;183;749;15583
29102004;20;17;969;-200;67;843;227;828;103;1375;895;189;704;15259
29102004;21;18;1038;-200;70;856;284;801;116;1415;905;173;763;14919
29102004;22;17;1020;-200;73;869;211;793;95;1410;869;171;779;15081
29102004;23;21;1097;-200;91;944;297;716;107;1489;982;173;793;15569
30102004;00;24;1123;-200;99;973;351;690;108;1520;999;173;799;15643
30102004;01;18;1023;-200;69;851;259;782;94;1413;881;169;806;15372
30102004;02;15;1015;-200;65;833;214;786;84;1400;868;169;814;15510
30102004;03;14;979;-200;59;805;-200;809;-200;1383;843;168;815;15418
30102004;04;-200;931;-200;54;784;173;826;72;1372;833;169;798;15238
30102004;05;1;922;-200;54;783;192;857;76;1367;825;167;797;15030
30102004;06;14;989;-200;78;891;237;762;82;1453;901;168;790;14978
30102004;07;24;1149;-200;136;1103;413;622;94;1662;1090;168;798;15115
30102004;08;31;1202;-200;154;1160;455;585;102;1723;1165;169;799;15253
30102004;09;3;1206;-200;144;1131;493;592;106;1675;1201;174;793;15593
30102004;10;27;1224;-200;143;1126;482;596;108;1656;1231;180;766;15706
30102004;11;4;1371;-200;203;1305;599;521;152;1845;1461;212;644;16015
30102004;12;37;1327;-200;187;1259;481;539;160;1826;1434;224;608;16261
30102004;13;34;1301;-200;173;1218;406;553;133;1806;1399;226;611;16596
30102004;14;34;1301;-200;169;1208;419;560;147;1781;1417;236;573;16450
30102004;15;32;1314;-200;164;1191;387;564;135;1777;1395;235;583;16640
30102004;16;39;1394;-200;191;1272;461;526;135;1869;1442;229;616;17014
30102004;17;37;1385;-200;187;1260;493;528;129;1850;1425;223;643;17055
30102004;18;43;1440;-200;224;1362;532;486;117;1968;1496;216;680;17305
30102004;19;49;1493;-200;253;1437;581;470;116;2015;1551;212;674;16755
30102004;20;4;1319;-200;177;1230;494;551;109;1785;1381;208;658;16001
30102004;21;28;1187;-200;138;1110;392;612;96;1658;1229;204;648;15379
30102004;22;24;1119;-200;102;984;311;688;90;1539;1082;201;667;15548
30102004;23;19;1100;-200;86;924;236;744;82;1494;963;195;700;15711
31102004;00;2;1076;-200;79;895;270;757;86;1492;939;193;704;15578
31102004;01;15;972;-200;57;799;199;833;72;1425;825;197;686;15563
31102004;02;13;973;-200;64;828;146;818;61;1445;811;197;682;15484
31102004;03;1;918;-200;46;742;-200;905;-200;1386;720;199;684;15673
31102004;04;-200;844;-200;27;630;74;1035;45;1320;627;184;742;15581
31102004;05;05;817;-200;21;588;55;1134;37;1310;589;189;713;15449
31102004;06;04;791;-200;12;519;43;1291;31;1295;540;181;790;16224
31102004;07;04;819;-200;14;537;46;1264;30;1315;551;204;712;16834
31102004;08;09;972;-200;46;743;139;944;41;1477;742;206;707;16996
31102004;09;13;997;-200;57;797;169;812;64;1470;824;193;741;16391
31102004;10;21;1194;-200;106;1000;254;653;74;1642;1059;222;644;17005
31102004;11;24;1240;-200;110;1014;303;628;77;1643;1144;230;646;17851
31102004;12;2;1117;-200;86;922;259;717;83;1585;994;243;574;17233
31102004;13;18;1141;-200;88;932;226;689;71;1595;1014;220;670;17441
31102004;14;15;1062;-200;75;880;161;719;62;1580;924;229;657;18148
31102004;15;16;1160;-200;116;1036;182;622;62;1727;1023;232;639;17957
31102004;16;22;1169;-200;101;983;289;672;79;1633;1033;230;623;17248
31102004;17;23;1185;-200;108;1006;340;666;93;1638;1065;224;632;16878
31102004;18;66;1571;-200;303;1559;544;440;106;2277;1516;217;666;17077
31102004;19;47;1464;-200;224;1362;543;487;100;1987;1648;212;703;17476
31102004;20;41;1423;-200;206;1314;501;508;89;1912;1466;208;709;17203
31102004;21;41;1318;-200;175;1226;521;543;83;1848;1365;200;732;16965
31102004;22;27;1229;-200;139;1114;352;598;76;1723;1247;197;737;16708
31102004;23;26;1187;-200;136;1105;321;611;68;1700;1183;199;726;16681
01112004;00;32;1353;-200;159;1176;318;584;69;1723;2150;201;713;16564
01112004;01;37;1407;-200;178;1235;338;548;77;1780;2519;201;711;16498
01112004;02;35;1333;-200;167;1201;353;552;68;1767;1925;196;732;16543
01112004;03;3;1269;-200;160;1181;-200;559;-200;1756;1762;191;758;16568
01112004;04;-200;1253;-200;169;1206;291;540;52;1779;1579;184;779;16389
01112004;05;27;1212;-200;150;1149;279;562;49;1710;1599;184;781;16370
01112004;06;18;1061;-200;96;962;200;679;45;1554;1395;192;747;16398
01112004;07;13;1028;-200;78;890;180;733;51;1525;1323;194;751;16766
01112004;08;15;1067;-200;87;928;213;711;51;1564;1309;191;756;16519
01112004;09;19;1111;-200;98;970;266;667;62;1594;1441;203;711;16803
01112004;10;22;1189;-200;124;1065;247;609;74;1683;1830;231;613;17131
01112004;11;26;1293;-200;139;1114;326;584;88;1702;1704;251;560;17565
01112004;12;27;1285;-200;125;1065;319;597;90;1686;1576;258;561;18410
01112004;13;25;1236;-200;109;1011;320;631;91;1706;1305;237;682;19739
01112004;14;15;1082;-200;65;834;174;747;64;1562;991;231;708;19800
01112004;15;2;1188;-200;94;954;216;664;72;1636;1148;239;663;19361
01112004;16;31;1348;-200;153;1157;376;564;88;1810;1307;238;650;18897
01112004;17;37;1394;-200;164;1193;496;547;110;1811;1386;232;656;18435
01112004;18;4;1472;-200;198;1290;523;510;95;1942;1420;218;727;18789
01112004;19;41;1291;-200;158;1174;465;567;91;1746;1341;217;673;17256
01112004;20;31;1264;-200;145;1133;407;593;94;1750;1258;213;663;16594
01112004;21;32;1264;-200;147;1138;412;579;86;1733;1245;204;716;17004
01112004;22;32;1260;-200;153;1160;403;568;79;1755;1231;196;753;16981
01112004;23;27;1184;-200;130;1084;357;612;71;1674;1151;193;758;16762
02112004;00;23;1122;-200;105;996;259;660;62;1586;1048;184;763;16017
02112004;01;16;983;-200;76;881;227;752;56;1472;928;182;764;15787
02112004;02;11;885;-200;48;753;147;878;49;1374;813;179;748;15219
02112004;03;07;825;-200;31;661;-200;987;-200;1334;753;175;745;14781
02112004;04;-200;791;-200;26;627;72;1069;38;1306;709;172;740;14388
02112004;05;06;802;-200;27;636;96;1016;35;1289;721;176;732;14555
02112004;06;05;804;-200;30;652;73;1054;37;1294;710;179;693;14099
02112004;07;15;1014;-200;87;927;309;747;56;1497;951;161;763;13902
02112004;08;34;1316;-200;207;1317;607;538;85;1860;1336;171;728;14054
02112004;09;44;1296;-200;252;1435;562;504;112;1899;1489;208;579;14070
02112004;10;44;1381;-200;236;1394;560;495;107;1911;1558;206;602;14428
02112004;11;58;1570;-200;329;1617;844;426;151;2170;1944;221;566;14851
02112004;12;49;1426;-200;256;1445;667;477;151;1970;1782;240;500;14679
02112004;13;51;1535;-200;312;1578;583;440;150;2125;1921;257;456;14870
02112004;14;75;1678;-200;379;1727;726;390;190;2318;2039;255;497;15985
02112004;15;58;1605;-200;323;1603;674;415;168;2199;1912;252;506;15989
02112004;16;59;1559;-200;315;1586;544;421;127;2197;1827;254;507;16187
02112004;17;68;1713;-200;380;1728;715;390;140;2386;1919;244;560;16885
02112004;18;79;1751;-200;441;1853;789;358;158;2496;2013;230;621;17283
02112004;19;8;1723;-200;449;1869;737;359;121;2563;1919;218;653;16889
02112004;20;92;1778;-200;482;1935;859;349;119;2643;1927;209;675;16539
02112004;21;59;1461;-200;291;1529;668;450;96;2111;1573;202;686;16034
02112004;22;37;1258;-200;191;1272;454;541;77;1804;1325;193;708;15728
02112004;23;26;1138;-200;139;1113;337;610;66;1641;1203;192;688;15097
03112004;00;11;936;-200;68;849;127;798;56;1381;947;204;611;14495
03112004;01;26;1167;-200;132;1090;281;626;62;1620;1106;180;715;14615
03112004;02;22;1071;-200;107;1003;252;665;58;1542;1045;175;732;14515
03112004;03;09;866;-200;41;717;-200;909;-200;1328;827;172;717;13940
03112004;04;-200;836;-200;29;647;65;985;37;1271;777;164;744;13779
03112004;05;05;823;-200;27;630;69;1033;35;1253;748;168;719;13628
03112004;06;07;890;-200;43;727;151;917;50;1290;833;169;705;13504
03112004;07;13;1019;-200;80;901;231;750;64;1438;960;170;701;13512
03112004;08;22;1177;-200;155;1166;297;621;75;1667;1157;188;625;13401
03112004;09;37;1348;-200;238;1398;515;505;101;1847;1444;203;584;13745
03112004;10;37;1341;-200;210;1323;499;516;94;1786;1522;237;491;14230
03112004;11;34;1307;-200;193;1278;445;527;95;1767;1452;266;428;14713
03112004;12;34;1305;-200;197;1287;464;525;124;1771;1437;262;435;14591
03112004;13;26;1177;-200;132;1090;298;612;86;1632;1209;263;436;14663
03112004;14;25;1192;-200;130;1085;266;617;79;1638;1170;266;425;14568
03112004;15;25;1214;-200;129;1080;323;611;87;1642;1190;263;437;14718
03112004;16;27;1240;-200;151;1152;352;575;94;1699;1278;256;462;14903
03112004;17;32;1271;-200;163;1188;372;563;107;1703;1305;251;476;14983
03112004;18;37;1333;-200;205;1312;383;520;107;1853;1364;238;514;14956
03112004;19;46;1390;-200;244;1414;455;487;117;1959;1428;233;531;14960
03112004;20;33;1266;-200;187;1261;355;541;97;1807;1285;224;552;14735
03112004;21;24;1140;-200;127;1072;267;626;90;1597;1143;217;577;14766
03112004;22;28;1240;-200;156;1168;308;582;86;1714;1235;205;630;15043
03112004;23;27;1187;-200;142;1122;313;589;77;1641;1208;195;676;15156
04112004;00;18;1043;-200;99;975;216;675;66;1489;1041;187;690;14727
04112004;01;11;948;-200;63;826;137;802;57;1382;897;193;655;14500
04112004;02;12;955;-200;52;775;140;831;55;1362;862;176;708;14105
04112004;03;08;915;-200;42;721;-200;891;-200;1315;816;168;729;13851
04112004;04;06;832;-200;29;644;94;990;40;1239;747;178;681;13722
04112004;05;05;846;-200;26;628;79;1025;40;1218;727;161;735;13329
04112004;06;07;897;-200;47;750;156;874;46;1270;799;158;735;13151
04112004;07;08;908;-200;51;767;153;868;53;1272;807;170;680;13102
04112004;08;35;1348;-200;222;1357;464;526;84;1833;1324;160;722;13077
04112004;09;36;1384;-200;233;1386;435;504;88;1833;1404;178;654;13213
04112004;10;-200;1473;-200;263;1463;683;462;143;1948;1605;206;560;13467
04112004;11;-200;1360;-200;197;1287;523;517;130;1755;1478;236;480;13757
04112004;12;-200;1305;-200;174;1223;460;545;120;1720;1414;237;498;14433
04112004;13;-200;1337;-200;202;1302;417;507;139;1786;1465;247;474;14527
04112004;14;-200;1414;-200;244;1414;486;478;139;1896;1588;259;428;14122
04112004;15;-200;1463;-200;245;1417;512;467;156;1900;1651;268;433;14977
04112004;16;-200;1530;-200;248;1425;595;457;143;1975;1652;266;455;15555
04112004;17;-200;1915;-200;459;1889;1052;340;186;2603;2110;248;539;16683
04112004;18;87;1882;-200;475;1920;1014;328;171;2609;2204;231;611;17082
04112004;19;58;1589;-200;330;1619;633;406;124;2216;1780;222;637;16865
04112004;20;43;1463;-200;272;1484;485;443;97;2011;1590;211;661;16313
04112004;21;36;1380;-200;218;1345;480;493;92;1856;1419;200;690;15956
04112004;22;39;1383;-200;213;1332;572;495;96;1855;1415;191;720;15732
04112004;23;24;1181;-200;133;1094;345;600;74;1599;1180;188;706;15209
05112004;00;16;1061;-200;88;931;195;699;65;1481;1015;185;695;14657
05112004;01;18;1091;-200;92;945;213;698;62;1467;1014;184;685;14390
05112004;02;15;1010;-200;76;884;216;719;59;1430;938;168;733;13915
05112004;03;07;868;-200;36;688;-200;922;-200;1249;777;179;668;13596
05112004;04;05;852;-200;28;639;73;1009;41;1204;723;165;710;13239
05112004;05;04;826;-200;22;601;67;1056;38;1180;702;169;679;12950
05112004;06;05;862;-200;34;677;96;973;43;1192;725;161;693;12591
05112004;07;08;951;-200;57;800;162;803;52;1257;836;161;696;12593
05112004;08;2;1210;-200;163;1188;305;583;75;1575;1129;162;701;12837
05112004;09;62;1601;-200;379;1727;725;389;118;2252;1718;165;693;12897
05112004;10;45;1477;-200;255;1443;658;469;126;1878;1646;196;583;13141
05112004;11;46;1458;-200;242;1408;710;471;151;1889;1664;207;555;13414
05112004;12;33;1354;-200;209;1321;445;504;107;1799;1496;208;563;13664
05112004;13;36;1385;-200;221;1354;455;490;114;1823;1506;217;531;13649
05112004;14;44;1460;-200;250;1430;524;466;125;1932;1604;230;490;13620
05112004;15;43;1492;-200;264;1463;527;460;138;1935;1632;242;440;13078
05112004;16;5;1569;-200;298;1547;601;435;144;2016;1736;247;436;13396
05112004;17;81;1870;-200;450;1871;1001;351;180;2483;2165;230;542;15066
05112004;18;8;1774;-200;428;1829;852;359;154;2457;2152;214;609;15322
05112004;19;36;1388;-200;224;1363;370;485;105;1815;1556;203;614;14417
05112004;20;29;1303;-200;159;1177;348;562;98;1619;1389;200;632;14581
05112004;21;27;1257;-200;143;1126;361;581;93;1599;1300;191;644;14050
05112004;22;19;1132;-200;107;1002;255;640;76;1474;1126;181;675;13855
05112004;23;13;1050;-200;76;881;162;732;69;1363;982;178;669;13464
06112004;00;12;1033;-200;67;842;166;756;66;1362;941;176;665;13249
06112004;01;18;1106;-200;90;938;247;685;76;1395;1010;161;712;12948
06112004;02;19;1107;-200;90;940;255;689;73;1403;985;155;733;12845
06112004;03;15;1011;-200;70;856;-200;769;-200;1341;889;154;728;12633
06112004;04;09;916;-200;43;726;129;879;54;1248;791;156;708;12461
06112004;05;05;852;-200;28;641;83;1012;44;1172;710;170;645;12374
06112004;06;06;889;-200;37;694;114;913;45;1198;743;149;723;12186
06112004;07;11;1002;-200;63;828;233;798;58;1307;857;140;766;12183
06112004;08;28;1231;-200;145;1134;448;587;87;1572;1143;146;742;12256
06112004;09;29;1212;-200;164;1191;455;551;97;1586;1210;159;698;12530
06112004;10;17;1121;-200;109;1012;254;650;80;1436;1060;184;613;12854
06112004;11;23;1260;-200;141;1121;313;568;82;1569;1252;200;567;13078
06112004;12;33;1391;-200;171;1214;490;518;112;1691;1435;204;570;13507
06112004;13;35;1463;-200;194;1280;496;482;121;1794;1544;207;593;14283
06112004;14;38;1464;-200;209;1321;514;475;132;1794;1600;217;548;14024
06112004;15;34;1412;-200;177;1230;454;516;141;1672;1534;220;542;14096
06112004;16;38;1450;-200;198;1292;507;495;130;1768;1495;214;571;14356
06112004;17;36;1416;-200;195;1283;474;510;113;1739;1442;208;587;14259
06112004;18;35;1346;-200;170;1211;404;540;101;1674;1340;201;596;13852
06112004;19;28;1273;-200;146;1137;356;586;91;1563;1231;200;584;13473
06112004;20;25;1206;-200;120;1049;345;634;90;1484;1128;195;589;13195
06112004;21;31;1252;-200;133;1094;395;615;90;1526;1188;195;574;12874
06112004;22;18;1069;-200;79;897;249;729;83;1364;998;191;592;12950
06112004;23;16;1061;-200;79;895;197;737;73;1359;944;188;591;12702
07112004;00;19;1072;-200;75;880;224;767;80;1318;928;180;604;12331
07112004;01;2;1075;-200;84;917;231;737;87;1354;1037;175;607;12009
07112004;02;14;992;-200;69;853;177;796;79;1305;930;175;594;11768
07112004;03;12;914;-200;46;741;-200;891;-200;1210;803;171;592;11477
07112004;04;-200;854;-200;38;700;98;980;56;1151;665;170;523;10009
07112004;05;07;774;-200;21;591;64;1151;42;1044;533;161;498;09021
07112004;06;04;757;-200;15;542;44;1339;31;1004;449;155;515;09026
07112004;07;04;752;-200;12;516;53;1370;35;997;440;151;520;08878
07112004;08;05;757;-200;16;551;94;1295;51;967;453;149;468;07885
07112004;09;07;777;-200;19;580;100;1263;58;963;465;155;424;07400
07112004;10;07;774;-200;20;583;98;1246;57;966;457;166;382;07186
07112004;11;07;805;-200;27;632;115;1176;63;1033;475;180;347;07089
07112004;12;1;838;-200;36;686;115;1083;61;1046;532;180;351;07176
07112004;13;1;824;-200;37;695;76;1091;34;1035;526;176;338;06726
